Operation,Module_A,Module_B,Header,From
Primary,algorithm,range,boost/range/as_literal.hpp,boost/algorithm/string/case_conv.hpp boost/algorithm/string/classification.hpp boost/algorithm/string/detail/finder.hpp boost/algorithm/string/find.hpp boost/algorithm/string/find_format.hpp boost/algorithm/string/find_iterator.hpp boost/algorithm/string/formatter.hpp boost/algorithm/string/iter_find.hpp boost/algorithm/string/join.hpp boost/algorithm/string/predicate.hpp boost/algorithm/string/regex.hpp boost/algorithm/string/trim.hpp
Primary,algorithm,range,boost/range/begin.hpp,boost/algorithm/apply_permutation.hpp boost/algorithm/clamp.hpp boost/algorithm/cxx11/all_of.hpp boost/algorithm/cxx11/any_of.hpp boost/algorithm/cxx11/copy_if.hpp boost/algorithm/cxx11/find_if_not.hpp boost/algorithm/cxx11/iota.hpp boost/algorithm/cxx11/is_partitioned.hpp boost/algorithm/cxx11/is_permutation.hpp boost/algorithm/cxx11/is_sorted.hpp boost/algorithm/cxx11/none_of.hpp boost/algorithm/cxx11/one_of.hpp boost/algorithm/cxx11/partition_copy.hpp boost/algorithm/cxx11/partition_point.hpp boost/algorithm/cxx17/exclusive_scan.hpp boost/algorithm/cxx17/inclusive_scan.hpp boost/algorithm/cxx17/reduce.hpp boost/algorithm/cxx17/transform_exclusive_scan.hpp boost/algorithm/cxx17/transform_inclusive_scan.hpp boost/algorithm/cxx17/transform_reduce.hpp boost/algorithm/find_backward.hpp boost/algorithm/find_not.hpp boost/algorithm/gather.hpp boost/algorithm/hex.hpp boost/algorithm/is_palindrome.hpp boost/algorithm/is_partitioned_until.hpp boost/algorithm/searching/boyer_moore.hpp boost/algorithm/searching/boyer_moore_horspool.hpp boost/algorithm/searching/knuth_morris_pratt.hpp boost/algorithm/sort_subrange.hpp boost/algorithm/string/case_conv.hpp boost/algorithm/string/concept.hpp boost/algorithm/string/detail/case_conv.hpp boost/algorithm/string/detail/classification.hpp boost/algorithm/string/detail/finder.hpp boost/algorithm/string/detail/finder_regex.hpp boost/algorithm/string/detail/formatter.hpp boost/algorithm/string/detail/sequence.hpp boost/algorithm/string/erase.hpp boost/algorithm/string/find.hpp boost/algorithm/string/find_format.hpp boost/algorithm/string/find_iterator.hpp boost/algorithm/string/finder.hpp boost/algorithm/string/iter_find.hpp boost/algorithm/string/predicate.hpp boost/algorithm/string/regex.hpp boost/algorithm/string/replace.hpp boost/algorithm/string/trim.hpp
Primary,algorithm,range,boost/range/const_iterator.hpp,boost/algorithm/string/detail/find_format.hpp boost/algorithm/string/detail/find_format_all.hpp boost/algorithm/string/detail/formatter.hpp boost/algorithm/string/erase.hpp boost/algorithm/string/find_format.hpp boost/algorithm/string/finder.hpp boost/algorithm/string/predicate.hpp boost/algorithm/string/replace.hpp boost/algorithm/string/trim.hpp
Primary,algorithm,range,boost/range/distance.hpp,boost/algorithm/string/detail/classification.hpp
Primary,algorithm,range,boost/range/empty.hpp,boost/algorithm/string/detail/finder.hpp
Primary,algorithm,range,boost/range/end.hpp,boost/algorithm/apply_permutation.hpp boost/algorithm/clamp.hpp boost/algorithm/cxx11/all_of.hpp boost/algorithm/cxx11/any_of.hpp boost/algorithm/cxx11/copy_if.hpp boost/algorithm/cxx11/find_if_not.hpp boost/algorithm/cxx11/iota.hpp boost/algorithm/cxx11/is_partitioned.hpp boost/algorithm/cxx11/is_permutation.hpp boost/algorithm/cxx11/is_sorted.hpp boost/algorithm/cxx11/none_of.hpp boost/algorithm/cxx11/one_of.hpp boost/algorithm/cxx11/partition_copy.hpp boost/algorithm/cxx11/partition_point.hpp boost/algorithm/cxx17/exclusive_scan.hpp boost/algorithm/cxx17/inclusive_scan.hpp boost/algorithm/cxx17/reduce.hpp boost/algorithm/cxx17/transform_exclusive_scan.hpp boost/algorithm/cxx17/transform_inclusive_scan.hpp boost/algorithm/cxx17/transform_reduce.hpp boost/algorithm/find_backward.hpp boost/algorithm/find_not.hpp boost/algorithm/gather.hpp boost/algorithm/hex.hpp boost/algorithm/is_palindrome.hpp boost/algorithm/is_partitioned_until.hpp boost/algorithm/searching/boyer_moore.hpp boost/algorithm/searching/boyer_moore_horspool.hpp boost/algorithm/searching/knuth_morris_pratt.hpp boost/algorithm/sort_subrange.hpp boost/algorithm/string/case_conv.hpp boost/algorithm/string/concept.hpp boost/algorithm/string/detail/case_conv.hpp boost/algorithm/string/detail/classification.hpp boost/algorithm/string/detail/finder.hpp boost/algorithm/string/detail/finder_regex.hpp boost/algorithm/string/detail/formatter.hpp boost/algorithm/string/detail/sequence.hpp boost/algorithm/string/erase.hpp boost/algorithm/string/find.hpp boost/algorithm/string/find_format.hpp boost/algorithm/string/find_iterator.hpp boost/algorithm/string/finder.hpp boost/algorithm/string/iter_find.hpp boost/algorithm/string/predicate.hpp boost/algorithm/string/regex.hpp boost/algorithm/string/replace.hpp boost/algorithm/string/trim.hpp
Primary,algorithm,range,boost/range/iterator.hpp,boost/algorithm/string/detail/find_format.hpp boost/algorithm/string/erase.hpp boost/algorithm/string/find.hpp boost/algorithm/string/find_iterator.hpp boost/algorithm/string/finder.hpp boost/algorithm/string/iter_find.hpp boost/algorithm/string/predicate.hpp boost/algorithm/string/regex.hpp boost/algorithm/string/replace.hpp
Primary,algorithm,range,boost/range/iterator_range_core.hpp,boost/algorithm/string/concept.hpp boost/algorithm/string/detail/find_format.hpp boost/algorithm/string/detail/find_format_all.hpp boost/algorithm/string/detail/find_format_store.hpp boost/algorithm/string/detail/find_iterator.hpp boost/algorithm/string/detail/finder.hpp boost/algorithm/string/detail/finder_regex.hpp boost/algorithm/string/detail/formatter.hpp boost/algorithm/string/detail/util.hpp boost/algorithm/string/erase.hpp boost/algorithm/string/find.hpp boost/algorithm/string/find_format.hpp boost/algorithm/string/find_iterator.hpp boost/algorithm/string/finder.hpp boost/algorithm/string/formatter.hpp boost/algorithm/string/iter_find.hpp boost/algorithm/string/predicate.hpp boost/algorithm/string/regex.hpp boost/algorithm/string/replace.hpp boost/algorithm/string/trim.hpp
Primary,algorithm,range,boost/range/value_type.hpp,boost/algorithm/cxx17/exclusive_scan.hpp boost/algorithm/cxx17/inclusive_scan.hpp boost/algorithm/cxx17/reduce.hpp boost/algorithm/cxx17/transform_exclusive_scan.hpp boost/algorithm/cxx17/transform_inclusive_scan.hpp boost/algorithm/cxx17/transform_reduce.hpp boost/algorithm/string/case_conv.hpp boost/algorithm/string/classification.hpp boost/algorithm/string/detail/find_format_all.hpp boost/algorithm/string/formatter.hpp boost/algorithm/string/iter_find.hpp boost/algorithm/string/join.hpp
Primary,algorithm,regex,boost/regex.hpp,boost/algorithm/string/detail/finder_regex.hpp boost/algorithm/string/detail/formatter_regex.hpp boost/algorithm/string/regex.hpp boost/algorithm/string/regex_find_format.hpp boost/algorithm/string_regex.hpp
Primary,algorithm,static_assert,boost/static_assert.hpp,boost/algorithm/searching/boyer_moore.hpp boost/algorithm/searching/boyer_moore_horspool.hpp boost/algorithm/searching/knuth_morris_pratt.hpp
Primary,algorithm,throw_exception,boost/exception/exception.hpp,boost/algorithm/hex.hpp
Primary,algorithm,throw_exception,boost/throw_exception.hpp,boost/algorithm/hex.hpp
Primary,algorithm,tuple,boost/tuple/tuple.hpp,boost/algorithm/minmax.hpp
Primary,algorithm,type_traits,boost/type_traits/is_integral.hpp,boost/algorithm/algorithm.hpp boost/algorithm/hex.hpp boost/algorithm/searching/detail/bm_traits.hpp
Primary,algorithm,type_traits,boost/type_traits/is_same.hpp,boost/algorithm/cxx11/is_permutation.hpp boost/algorithm/cxx11/is_sorted.hpp boost/algorithm/searching/boyer_moore.hpp boost/algorithm/searching/boyer_moore_horspool.hpp boost/algorithm/searching/knuth_morris_pratt.hpp
Primary,algorithm,type_traits,boost/type_traits/make_unsigned.hpp,boost/algorithm/searching/detail/bm_traits.hpp boost/algorithm/string/detail/case_conv.hpp
Primary,algorithm,type_traits,boost/type_traits/remove_const.hpp,boost/algorithm/searching/detail/bm_traits.hpp boost/algorithm/string/detail/classification.hpp
Primary,algorithm,type_traits,boost/type_traits/remove_pointer.hpp,boost/algorithm/searching/detail/bm_traits.hpp
Primary,algorithm,type_traits,boost/type_traits/type_identity.hpp,boost/algorithm/clamp.hpp boost/algorithm/cxx11/is_sorted.hpp boost/algorithm/is_clamped.hpp
Primary,algorithm,unordered,boost/unordered_map.hpp,boost/algorithm/searching/detail/bm_traits.hpp
Reverse,algorithm,compute,boost/algorithm/string.hpp,boost/compute/closure.hpp
Reverse,algorithm,compute,boost/algorithm/string/classification.hpp,boost/compute/device.hpp boost/compute/platform.hpp
Reverse,algorithm,compute,boost/algorithm/string/find.hpp,boost/compute/detail/meta_kernel.hpp
Reverse,algorithm,compute,boost/algorithm/string/replace.hpp,boost/compute/algorithm/scatter.hpp boost/compute/algorithm/scatter_if.hpp
Reverse,algorithm,compute,boost/algorithm/string/split.hpp,boost/compute/device.hpp boost/compute/platform.hpp
Reverse,algorithm,compute,boost/algorithm/string/trim.hpp,boost/compute/detail/parameter_cache.hpp
Reverse,algorithm,date_time,boost/algorithm/string.hpp,boost/date_time/tz_db_base.hpp
Reverse,algorithm,date_time,boost/algorithm/string/case_conv.hpp,boost/date_time/string_parse_tree.hpp
Reverse,algorithm,date_time,boost/algorithm/string/erase.hpp,boost/date_time/time_facet.hpp
Reverse,algorithm,date_time,boost/algorithm/string/replace.hpp,boost/date_time/date_facet.hpp boost/date_time/time_facet.hpp
Reverse,algorithm,fiber,boost/algorithm/string.hpp,libs/fiber/src/numa/linux/topology.cpp
Reverse,algorithm,geometry,boost/algorithm/string/classification.hpp,boost/geometry/io/svg/svg_mapper.hpp boost/geometry/srs/projections/impl/pj_datum_set.hpp
Reverse,algorithm,geometry,boost/algorithm/string/predicate.hpp,boost/geometry/algorithms/detail/turns/debug_turn.hpp boost/geometry/io/wkt/read.hpp boost/geometry/srs/projections/impl/pj_gridinfo.hpp
Reverse,algorithm,geometry,boost/algorithm/string/split.hpp,boost/geometry/io/svg/svg_mapper.hpp boost/geometry/srs/projections/impl/pj_datum_set.hpp
Reverse,algorithm,geometry,boost/algorithm/string/trim.hpp,boost/geometry/srs/projections/impl/pj_gridinfo.hpp boost/geometry/srs/projections/proj4.hpp
Reverse,algorithm,graph,boost/algorithm/minmax.hpp,boost/graph/topology.hpp
Reverse,algorithm,graph,boost/algorithm/minmax_element.hpp,boost/graph/bc_clustering.hpp boost/graph/howard_cycle_ratio.hpp
Reverse,algorithm,graph,boost/algorithm/string/case_conv.hpp,libs/graph/src/read_graphviz_new.cpp
Reverse,algorithm,graph,boost/algorithm/string/replace.hpp,boost/graph/graphviz.hpp
Reverse,algorithm,graph_parallel,boost/algorithm/minmax_element.hpp,boost/graph/distributed/crauser_et_al_shortest_paths.hpp
Reverse,algorithm,process,boost/algorithm/string.hpp,libs/process/src/ext/exe.cpp
Reverse,algorithm,process,boost/algorithm/string/case_conv.hpp,boost/process/v1/environment.hpp
Reverse,algorithm,process,boost/algorithm/string/classification.hpp,boost/process/v1/detail/posix/executor.hpp libs/process/src/ext/exe.cpp
Reverse,algorithm,process,boost/algorithm/string/join.hpp,boost/process/v1/detail/posix/basic_cmd.hpp
Reverse,algorithm,process,boost/algorithm/string/predicate.hpp,boost/process/v1/detail/posix/executor.hpp
Reverse,algorithm,process,boost/algorithm/string/replace.hpp,boost/process/v1/detail/posix/basic_cmd.hpp boost/process/v1/detail/windows/basic_cmd.hpp
Reverse,algorithm,process,boost/algorithm/string/split.hpp,boost/process/v1/detail/posix/executor.hpp boost/process/v1/environment.hpp libs/process/src/ext/exe.cpp
Reverse,algorithm,process,boost/algorithm/string/trim.hpp,boost/process/v1/detail/posix/basic_cmd.hpp boost/process/v1/detail/windows/basic_cmd.hpp
Reverse,algorithm,test,boost/algorithm/cxx11/all_of.hpp,boost/test/utils/runtime/cla/parser.hpp boost/test/utils/runtime/parameter.hpp
Primary,align,assert,boost/assert.hpp,boost/align/detail/align.hpp boost/align/detail/align_down.hpp boost/align/detail/align_up.hpp boost/align/detail/aligned_alloc.hpp boost/align/detail/aligned_alloc_android.hpp boost/align/detail/aligned_alloc_macos.hpp boost/align/detail/aligned_alloc_mingw.hpp boost/align/detail/aligned_alloc_msvc.hpp boost/align/detail/aligned_alloc_new.hpp boost/align/detail/aligned_alloc_posix.hpp boost/align/detail/aligned_alloc_sunos.hpp boost/align/detail/is_aligned.hpp
Primary,align,config,boost/config.hpp,boost/align/align.hpp boost/align/aligned_alloc.hpp boost/align/assume_aligned.hpp boost/align/detail/add_reference.hpp boost/align/detail/element_type.hpp boost/align/detail/integral_constant.hpp boost/align/detail/is_alignment.hpp boost/align/detail/throw_exception.hpp
Primary,align,core,boost/core/pointer_traits.hpp,boost/align/aligned_allocator_adaptor.hpp
Primary,align,static_assert,boost/static_assert.hpp,boost/align/aligned_allocator.hpp boost/align/aligned_allocator_adaptor.hpp
Reverse,align,asio,boost/align/aligned_alloc.hpp,boost/asio/detail/memory.hpp
Reverse,align,atomic,boost/align/aligned_alloc.hpp,libs/atomic/src/lock_pool.cpp
Reverse,align,json,boost/align/align.hpp,boost/json/detail/impl/stack.hpp boost/json/impl/monotonic_resource.ipp boost/json/impl/static_resource.ipp
Reverse,align,lockfree,boost/align/align_up.hpp,boost/lockfree/detail/freelist.hpp
Reverse,align,lockfree,boost/align/aligned_allocator.hpp,boost/lockfree/detail/parameter.hpp
Reverse,align,lockfree,boost/align/aligned_allocator_adaptor.hpp,boost/lockfree/detail/freelist.hpp
Reverse,align,log,boost/align/align_up.hpp,libs/log/src/posix/ipc_reliable_message_queue.cpp libs/log/src/windows/ipc_reliable_message_queue.cpp
Reverse,align,log,boost/align/aligned_alloc.hpp,libs/log/src/threadsafe_queue.cpp libs/log/src/windows/light_rw_mutex.cpp
Reverse,align,python,boost/align/align.hpp,boost/python/converter/rvalue_from_python_data.hpp
Reverse,align,url,boost/align/align_up.hpp,boost/url/static_url.hpp
Primary,any,assert,boost/assert.hpp,boost/any/basic_any.hpp
Primary,any,config,boost/config.hpp,boost/any.hpp boost/any/bad_any_cast.hpp boost/any/basic_any.hpp boost/any/detail/placeholder.hpp boost/any/fwd.hpp boost/any/unique_any.hpp
Primary,any,throw_exception,boost/throw_exception.hpp,boost/any.hpp boost/any/basic_any.hpp boost/any/unique_any.hpp
Primary,any,type_index,boost/type_index.hpp,boost/any.hpp boost/any/basic_any.hpp boost/any/detail/placeholder.hpp boost/any/unique_any.hpp
Reverse,any,contract,boost/any.hpp,boost/contract/core/virtual.hpp boost/contract/detail/condition/cond_subcontracting.hpp
Reverse,any,geometry,boost/any.hpp,boost/geometry/geometries/adapted/boost_any.hpp
Reverse,any,graph,boost/any.hpp,boost/graph/graphml.hpp
Reverse,any,msm,boost/any.hpp,boost/msm/back/favor_compile_time.hpp boost/msm/back/state_machine.hpp boost/msm/back11/state_machine.hpp boost/msm/event_traits.hpp boost/msm/front/puml/puml.hpp
Reverse,any,program_options,boost/any.hpp,boost/program_options/options_description.hpp boost/program_options/value_semantic.hpp boost/program_options/variables_map.hpp
Reverse,any,property_map,boost/any.hpp,boost/property_map/dynamic_property_map.hpp
Reverse,any,property_tree,boost/any.hpp,boost/property_tree/exceptions.hpp
Primary,array,assert,boost/assert.hpp,boost/array.hpp
Primary,array,config,boost/config.hpp,boost/array.hpp
Primary,array,config,boost/config/workaround.hpp,boost/array.hpp
Primary,array,static_assert,boost/static_assert.hpp,boost/array.hpp
